SECOND_FLD,review-count
12411_26964,276.0
12411_26965,57.0
12411_26966,1285.0
12411_26967,2915.0
12411_26968,3068.0
12411_26969,16749.0
12411_26970,15299.0
12411_26971,25344.0
12411_26972,10396.0
12411_26973,58573.0
12411_26975,21456.0
12411_26976,27106.0
12411_26977,12910.0
12411_26978,18464.0
12411_26979,100833.0
12411_26980,10643.0
12411_26981,6221.0
12411_26982,42419.0
12411_26983,67979.0
12411_26984,122824.0
12411_26985,167359.0
12411_26986,5.0
12411_26987,48.0
12411_26988,1759.0
12411_26989,178.0
12411_26990,4.0
12411_26991,16390.0
12411_26992,9654.0
12411_26993,1.0
12411_26995,7.0
12411_26996,34.0
12411_26997,5.0
12411_26999,0.0
12411_27000,3.0
12411_27003,0.0
12411_27005,10.0
12411_27006,7.0
12411_27007,8134.0
12411_27008,115.0
12411_27009,0.0
12411_27010,0.0
12411_27011,2.0
12411_27012,1.0
12412_26906,0.0
12412_26907,9.0
12412_26908,917.0
12412_26948,2.0
12412_26949,21.0
12412_26950,1973.0
12412_26951,6028.0
12412_26953,114.0
12412_26954,131.0
12412_26956,3.0
12412_26957,0.0
12412_26958,0.0
12412_26959,240.0
12412_26960,1234.0
12412_26961,112.0
12412_26962,248.0
12412_26964,1.0
12412_26965,535.0
12412_26966,2066.0
12412_26967,5618.0
12412_26968,3778.0
12412_26969,25344.0
12412_26970,12054.0
12412_26971,18690.0
12412_26972,17542.0
12412_26973,43805.0
12412_26974,168816.0
12412_26975,54224.0
12412_26976,20647.0
12412_26977,80801.0
12412_26979,130477.0
12412_26980,179320.0
12412_26981,199460.0
12412_26982,37800.0
12412_26983,105885.0
12412_26984,6006.0
12412_26985,8203.0
12412_26986,2737.0
12412_26987,9591.0
12412_26988,767.0
12412_26989,6054.0
12412_26990,50.0
12412_26991,798.0
12412_26992,4.0
12412_26993,11.0
12412_26994,0.0
12412_26995,0.0
12412_26996,0.0
12412_26998,0.0
12412_27000,222.0
12412_27001,6.0
12412_27002,6.0
12412_27003,798.0
12412_27004,423.0
12412_27005,0.0
12412_27007,427.0
12412_27008,735.0
12412_27009,20.0
12412_27011,50.0
12412_27012,2.0
12413_26897,0.0
12413_26914,8.0
12413_26947,6.0
12413_26948,13.0
12413_26949,232.0
12413_26950,359.0
12413_26951,3540.0
12413_26952,7125.0
12413_26953,147.0
12413_26954,4.0
12413_26955,6.0
12413_26956,3468.0
12413_26957,608.0
12413_26958,3480.0
12413_26959,6044.0
12413_26960,8093.0
12413_26961,304.0
12413_26962,21.0
12413_26963,414.0
12413_26964,109.0
12413_26965,8569.0
12413_26966,5193.0
12413_26967,7503.0
12413_26968,1073.0
12413_26969,10234.0
12413_26970,13374.0
12413_26971,36858.0
12413_26973,37206.0
12413_26974,17532.0
12413_26975,47894.0
12413_26976,44908.0
12413_26977,31147.0
12413_26979,37928.0
12413_26980,42625.0
12413_26982,176161.0
12413_26983,406180.0
12413_26984,84288.0
12413_26985,24443.0
12413_26986,6105.0
12413_26987,25010.0
12413_26988,26476.0
12413_26989,13769.0
12413_26990,49.0
12413_26991,104.0
12413_26992,0.0
12413_26993,0.0
12413_26994,59.0
12413_26995,12144.0
12413_26996,6007.0
12413_26997,3021.0
12413_26998,71.0
12413_26999,54.0
12413_27001,23.0
12413_27002,41.0
12413_27003,1333.0
12413_27004,2425.0
12413_27005,177.0
12413_27007,1.0
12413_27008,55.0
12413_27009,1.0
12413_27011,0.0
12413_27012,8.0
12414_26900,2.0
12414_26951,9.0
12414_26952,27.0
12414_26954,309.0
12414_26955,90.0
12414_26956,377.0
12414_26957,44911.0
12414_26958,2495.0
12414_26959,15331.0
12414_26960,6406.0
12414_26962,5847.0
12414_26963,176.0
12414_26964,73.0
12414_26965,1807.0
12414_26966,5696.0
12414_26967,17771.0
12414_26968,26593.0
12414_26969,7005.0
12414_26970,35440.0
12414_26971,796.0
12414_26973,20408.0
12414_26974,32580.0
12414_26975,21997.0
12414_26976,41584.0
12414_26977,1359.0
12414_26978,8330.0
12414_26979,44020.0
12414_26980,25700.0
12414_26982,230541.0
12414_26983,55096.0
12414_26984,47229.0
12414_26985,29418.0
12414_26986,7877.0
12414_26987,23473.0
12414_26988,2491.0
12414_26989,333573.0
12414_26990,486.0
12414_26991,32.0
12414_26992,3385.0
12414_26993,1129.0
12414_26994,4594.0
12414_26995,12499.0
12414_26996,180671.0
12414_26997,12990.0
12414_26998,1285.0
12414_26999,5.0
12414_27001,1144.0
12414_27003,1205.0
12414_27004,976.0
12414_27005,0.0
12414_27006,0.0
12414_27008,0.0
12414_27009,0.0
12415_26941,0.0
12415_26950,0.0
12415_26951,1.0
12415_26952,4506.0
12415_26953,4.0
12415_26955,2.0
12415_26957,0.0
12415_26958,4483.0
12415_26959,9987.0
12415_26960,5935.0
12415_26961,75.0
12415_26964,174.0
12415_26966,6373.0
12415_26967,91747.0
12415_26968,3946.0
12415_26969,65981.0
12415_26970,2798.0
12415_26971,7.0
12415_26973,36946.0
12415_26974,75463.0
12415_26975,98598.0
12415_26976,130942.0
12415_26978,21920.0
12415_26979,323269.0
12415_26980,48598.0
12415_26982,62963.0
12415_26983,248930.0
12415_26984,12421.0
12415_26985,70182.0
12415_26986,41848.0
12415_26987,71766.0
12415_26988,17686.0
12415_26989,9077.0
12415_26990,7927.0
12415_26991,2584.0
12415_26992,11515.0
12415_26993,7888.0
12415_26994,5493.0
12415_26995,6694.0
12415_26996,10785.0
12415_26997,2284.0
12415_26998,6.0
12415_26999,46.0
12415_27000,773.0
12415_27001,1563.0
12415_27002,42.0
12415_27003,1229.0
12415_27004,6590.0
12415_27005,2116.0
12415_27006,25.0
12415_27007,0.0
12415_27008,19.0
12415_27009,0.0
12416_26943,0.0
12416_26944,230.0
12416_26950,2.0
12416_26951,757.0
12416_26952,6240.0
12416_26953,25.0
12416_26954,0.0
12416_26957,2.0
12416_26958,2017.0
12416_26959,6694.0
12416_26960,23964.0
12416_26961,17779.0
12416_26962,70419.0
12416_26963,31142.0
12416_26964,18141.0
12416_26966,41144.0
12416_26967,48928.0
12416_26968,16665.0
12416_26969,99861.0
12416_26970,17492.0
12416_26971,21857.0
12416_26973,28036.0
12416_26974,36630.0
12416_26975,238202.0
12416_26976,166386.0
12416_26978,1583.0
12416_26979,150465.0
12416_26980,28714.0
12416_26981,24121.0
12416_26982,70802.0
12416_26983,119024.0
12416_26984,32288.0
12416_26985,158174.0
12416_26986,6444.0
12416_26987,6970.0
12416_26988,9060.0
12416_26989,3716.0
12416_26990,478.0
12416_26991,1346.0
12416_26992,4373.0
12416_26993,1311.0
12416_26994,17355.0
12416_26995,756.0
12416_26996,170.0
12416_26997,201.0
12416_26998,80.0
12416_27000,90821.0
12416_27001,1546.0
12416_27002,17211.0
12416_27003,670.0
12416_27004,1401.0
12416_27005,953.0
12416_27006,30.0
12416_27007,24.0
12416_27009,14.0
12416_27011,18.0
12417_26902,0.0
12417_26942,0.0
12417_26943,0.0
12417_26944,346.0
12417_26945,104.0
12417_26946,568.0
12417_26951,3.0
12417_26952,31.0
12417_26953,186.0
12417_26954,867.0
12417_26955,3959.0
12417_26957,26.0
12417_26958,0.0
12417_26959,6.0
12417_26960,1192.0
12417_26961,10611.0
12417_26962,982.0
12417_26963,801.0
12417_26964,663.0
12417_26969,226.0
12417_26970,1421.0
12417_26972,6435.0
12417_26973,15905.0
12417_26974,12535.0
12417_26975,15792.0
12417_26976,47791.0
12417_26978,105049.0
12417_26979,99701.0
12417_26980,251641.0
12417_26981,9538.0
12417_26982,6422.0
12417_26983,120102.0
12417_26984,66866.0
12417_26985,24178.0
12417_26986,25767.0
12417_26987,26363.0
12417_26988,2973.0
12417_26989,897.0
12417_26990,10.0
12417_26991,3279.0
12417_26992,159.0
12417_26993,184.0
12417_26994,69.0
12417_26995,12.0
12417_26996,2148.0
12417_26997,322.0
12417_26998,2.0
12417_26999,2067.0
12417_27000,5931.0
12417_27001,3160.0
12417_27002,2582.0
12417_27003,6390.0
12417_27004,1537.0
12417_27005,7.0
12417_27009,2.0
12417_27010,0.0
12417_27012,247.0
12418_26944,876.0
12418_26951,268.0
12418_26952,4.0
12418_26953,9.0
12418_26957,233.0
12418_26958,0.0
12418_26959,1.0
12418_26960,13.0
12418_26961,3.0
12418_26962,269.0
12418_26965,32992.0
12418_26966,12572.0
12418_26967,3725.0
12418_26968,6204.0
12418_26969,7049.0
12418_26970,3767.0
12418_26972,29424.0
12418_26973,13605.0
12418_26974,25999.0
12418_26975,56906.0
12418_26976,10479.0
12418_26977,40448.0
12418_26978,14353.0
12418_26979,10063.0
12418_26980,20621.0
12418_26981,20142.0
12418_26982,17865.0
12418_26983,34328.0
12418_26984,74415.0
12418_26985,93966.0
12418_26986,4008.0
12418_26987,241.0
12418_26988,510.0
12418_26989,82.0
12418_26990,226.0
12418_26993,1.0
12418_26994,15.0
12418_26995,0.0
12418_26996,837.0
12418_26997,1383.0
12418_26999,3331.0
12418_27000,11152.0
12418_27001,27241.0
12418_27002,28586.0
12418_27003,5855.0
12418_27004,3272.0
12418_27005,6.0
12418_27006,15.0
12418_27008,25.0
12418_27009,7.0
12418_27010,0.0
12418_27011,0.0
12419_26903,2.0
12419_26923,11.0
12419_26944,15.0
12419_26946,0.0
12419_26947,0.0
12419_26951,16.0
12419_26958,26.0
12419_26959,6.0
12419_26960,1.0
12419_26961,0.0
12419_26962,1574.0
12419_26963,643.0
12419_26964,955.0
12419_26965,12.0
12419_26966,5121.0
12419_26967,602.0
12419_26968,1217.0
12419_26969,49195.0
12419_26970,22831.0
12419_26972,10539.0
12419_26973,7648.0
12419_26974,16918.0
12419_26975,24608.0
12419_26976,28982.0
12419_26977,17172.0
12419_26979,4.0
12419_26980,5663.0
12419_26981,8448.0
12419_26983,51027.0
12419_26984,55816.0
12419_26985,27152.0
12419_26986,23057.0
12419_26987,589.0
12419_26988,2.0
12419_26989,2.0
12419_26990,481.0
12419_26991,0.0
12419_26992,154.0
12419_26994,0.0
12419_26995,6.0
12419_26996,19.0
12419_26997,114.0
12419_26998,3.0
12419_26999,1477.0
12419_27000,712.0
12419_27001,665.0
12419_27002,9909.0
12419_27003,4373.0
12419_27004,4981.0
12419_27005,52.0
12419_27006,0.0
12419_27007,39.0
12419_27008,14.0
12419_27009,0.0
12419_27011,1.0
12420_26944,57.0
12420_26945,19.0
12420_26949,32.0
12420_26953,0.0
12420_26963,719.0
12420_26964,572.0
12420_26965,2958.0
12420_26966,176.0
12420_26967,6075.0
12420_26968,23821.0
12420_26969,465.0
12420_26970,3287.0
12420_26971,14820.0
12420_26978,190.0
12420_26979,9632.0
12420_26983,13807.0
12420_26984,31965.0
12420_26985,9986.0
12420_26986,327.0
12420_26987,6770.0
12420_26988,167.0
12420_26989,16.0
12420_26990,300.0
12420_26991,1.0
12420_26992,481.0
12420_26993,548.0
12420_26994,1190.0
12420_26995,37.0
12420_26996,3.0
12420_26997,0.0
12420_26998,0.0
12420_27000,4360.0
12420_27001,291.0
12420_27002,12132.0
12420_27003,797.0
12420_27004,406.0
12420_27005,11735.0
12420_27006,5.0
12420_27007,0.0
12420_27008,1.0
12420_27015,1724.0
12420_27019,21.0
12421_26902,29.0
12421_26945,0.0
12421_26955,8.0
12421_26956,18.0
12421_26957,259.0
12421_26959,64.0
12421_26962,1.0
12421_26963,5.0
12421_26964,1063.0
12421_26965,367.0
12421_26966,2905.0
12421_26967,3131.0
12421_26968,10564.0
12421_26969,24212.0
12421_26970,3944.0
12421_26971,2.0
12421_26972,67.0
12421_26973,552.0
12421_26974,14261.0
12421_26975,17776.0
12421_26976,23907.0
12421_26977,9448.0
12421_26978,5772.0
12421_26980,49297.0
12421_26981,87374.0
12421_26982,5595.0
12421_26983,8455.0
12421_26984,14611.0
12421_26985,9093.0
12421_26986,1425.0
12421_26987,16048.0
12421_26988,4617.0
12421_26989,57.0
12421_26990,101.0
12421_26991,0.0
12421_26992,414.0
12421_26993,0.0
12421_26994,8.0
12421_26995,0.0
12421_26996,8.0
12421_26997,3.0
12421_26998,33.0
12421_27000,0.0
12421_27001,1185.0
12421_27002,185.0
12421_27003,1216.0
12421_27004,469.0
12421_27005,96.0
12421_27006,85.0
12421_27007,0.0
12421_27008,0.0
12421_27009,1.0
12421_27011,0.0
12421_27012,90.0
12421_27015,0.0
12421_27017,6.0
12421_27019,32.0
12422_26901,0.0
12422_26902,1.0
12422_26910,9.0
12422_26952,3.0
12422_26953,86.0
12422_26955,0.0
12422_26957,27.0
12422_26958,6.0
12422_26959,382.0
12422_26962,72.0
12422_26963,502.0
12422_26964,10.0
12422_26965,447.0
12422_26966,370.0
12422_26967,5202.0
12422_26968,12997.0
12422_26969,4360.0
12422_26970,7200.0
12422_26971,7.0
12422_26972,0.0
12422_26973,1425.0
12422_26974,9.0
12422_26975,58086.0
12422_26976,1243.0
12422_26977,22805.0
12422_26979,6771.0
12422_26980,26024.0
12422_26981,24686.0
12422_26982,8430.0
12422_26983,9.0
12422_26984,695.0
12422_26985,773.0
12422_26986,350.0
12422_26987,1897.0
12422_26988,2402.0
12422_26989,95.0
12422_26990,7.0
12422_26991,5.0
12422_26992,36.0
12422_26993,312.0
12422_26994,0.0
12422_26995,27.0
12422_26996,113.0
12422_26997,6.0
12422_26998,0.0
12422_27001,0.0
12422_27002,1.0
12422_27004,0.0
12422_27005,170.0
12422_27006,4.0
12422_27007,316.0
12422_27008,0.0
12422_27009,0.0
12422_27011,21.0
12422_27012,11.0
12422_27013,0.0
12422_27014,39.0
12422_27016,4.0
12423_26901,0.0
12423_26902,0.0
12423_26909,14.0
12423_26956,547.0
12423_26957,2.0
12423_26959,135.0
12423_26960,48.0
12423_26961,1013.0
12423_26962,287.0
12423_26963,2609.0
12423_26964,0.0
12423_26965,2.0
12423_26966,574.0
12423_26967,1552.0
12423_26968,1049.0
12423_26969,1095.0
12423_26970,9974.0
12423_26971,8383.0
12423_26972,967.0
12423_26973,2052.0
12423_26974,10661.0
12423_26975,35217.0
12423_26976,21746.0
12423_26977,42550.0
12423_26978,1384.0
12423_26979,10407.0
12423_26980,29165.0
12423_26981,8365.0
12423_26982,1161.0
12423_26983,4426.0
12423_26984,374.0
12423_26985,12.0
12423_26986,107.0
12423_26987,1.0
12423_26988,34.0
12423_26989,22.0
12423_26990,717.0
12423_26991,2.0
12423_26993,4021.0
12423_26994,13.0
12423_26995,4.0
12423_26996,0.0
12423_26997,0.0
12423_26998,15097.0
12423_26999,0.0
12423_27000,0.0
12423_27001,1.0
12423_27005,49.0
12423_27006,30.0
12423_27007,17.0
12423_27008,1.0
12423_27009,85.0
12423_27010,0.0
12423_27014,9.0
12423_27016,274.0
12423_27018,0.0
12424_26916,0.0
12424_26952,0.0
12424_26957,99.0
12424_26959,3199.0
12424_26960,1078.0
12424_26961,131.0
12424_26963,1282.0
12424_26964,62.0
12424_26965,1.0
12424_26966,0.0
12424_26967,4200.0
12424_26968,18635.0
12424_26969,4136.0
12424_26970,1260.0
12424_26971,1831.0
12424_26972,89.0
12424_26973,1908.0
12424_26974,257.0
12424_26975,8403.0
12424_26976,5664.0
12424_26977,10076.0
12424_26978,495.0
12424_26979,9696.0
12424_26980,1055.0
12424_26981,237.0
12424_26983,37.0
12424_26984,5768.0
12424_26985,69.0
12424_26986,0.0
12424_26987,28.0
12424_26988,319.0
12424_26989,1169.0
12424_26990,6.0
12424_26991,1.0
12424_26992,0.0
12424_26995,109.0
12424_26996,33.0
12424_26998,160.0
12424_26999,1.0
12424_27000,46.0
12424_27002,0.0
12424_27003,0.0
12424_27004,0.0
12424_27005,0.0
12424_27006,83.0
12424_27007,14.0
12424_27008,348.0
12424_27009,7.0
12424_27010,12.0
12424_27011,10.0
12424_27015,0.0
12425_26905,0.0
12425_26916,61.0
12425_26917,2.0
12425_26933,0.0
12425_26953,104.0
12425_26957,0.0
12425_26959,13.0
12425_26960,81.0
12425_26961,108.0
12425_26963,38.0
12425_26964,16.0
12425_26966,1.0
12425_26967,634.0
12425_26968,5405.0
12425_26969,2069.0
12425_26970,14.0
12425_26971,8407.0
12425_26972,60.0
12425_26973,334.0
12425_26974,106.0
12425_26975,26855.0
12425_26976,3.0
12425_26977,533.0
12425_26978,35.0
12425_26979,3.0
12425_26980,7.0
12425_26982,230.0
12425_26983,70.0
12425_26984,590.0
12425_26985,285.0
12425_26986,0.0
12425_26987,107.0
12425_26988,355.0
12425_26990,2.0
12425_26991,0.0
12425_26992,12.0
12425_26997,42.0
12425_26998,1.0
12425_26999,0.0
12425_27000,2.0
12425_27001,278.0
12425_27002,8.0
12425_27003,56.0
12425_27005,0.0
12425_27007,11.0
12425_27008,0.0
12425_27010,0.0
12425_27011,91.0
12425_27012,0.0
12425_27014,8.0
12425_27017,0.0
12426_26918,0.0
12426_26927,0.0
12426_26931,13.0
12426_26933,6.0
12426_26936,1.0
12426_26937,9.0
12426_26938,75.0
12426_26939,2.0
12426_26943,0.0
12426_26948,0.0
12426_26953,62.0
12426_26954,126.0
12426_26956,0.0
12426_26957,1.0
12426_26958,0.0
12426_26960,41.0
12426_26961,163.0
12426_26966,10.0
12426_26967,1099.0
12426_26968,6892.0
12426_26969,43103.0
12426_26970,1474.0
12426_26971,2817.0
12426_26972,794.0
12426_26973,153.0
12426_26974,54.0
12426_26975,1.0
12426_26976,0.0
12426_26978,29.0
12426_26979,8.0
12426_26981,577.0
12426_26984,110.0
12426_26985,92.0
12426_26986,110.0
12426_26987,0.0
12426_26994,0.0
12426_26995,0.0
12426_26998,17.0
12426_26999,1.0
12426_27002,0.0
12426_27004,1.0
12426_27005,0.0
12426_27007,0.0
12426_27012,5.0
12426_27015,0.0
12426_27022,0.0
12427_26935,39.0
12427_26936,5.0
12427_26938,4.0
12427_26939,0.0
12427_26947,1.0
12427_26948,25.0
12427_26953,136.0
12427_26954,34.0
12427_26955,145.0
12427_26956,2246.0
12427_26957,345.0
12427_26958,242.0
12427_26960,0.0
12427_26966,0.0
12427_26967,5.0
12427_26968,42698.0
12427_26969,207.0
12427_26970,2.0
12427_26972,22.0
12427_26973,4.0
12427_26974,42.0
12427_26975,19811.0
12427_26977,62.0
12427_26978,2701.0
12427_26979,162.0
12427_26981,4.0
12427_26982,1626.0
12427_26983,8622.0
12427_26984,0.0
12427_26987,13151.0
12427_26988,1375.0
12427_26989,752.0
12427_26990,93.0
12427_26992,13.0
12427_26993,13.0
12427_26994,354.0
12427_26995,20.0
12427_26997,0.0
12427_27000,1.0
12427_27001,0.0
12427_27002,0.0
12427_27005,11.0
12427_27008,4.0
12427_27009,0.0
12427_27016,178.0
12427_27017,23.0
12427_27021,35.0
12427_27022,20.0
12428_26905,6.0
12428_26932,30.0
12428_26939,5.0
12428_26948,0.0
12428_26949,14.0
12428_26953,170.0
12428_26954,12.0
12428_26955,604.0
12428_26956,2890.0
12428_26957,3758.0
12428_26958,646.0
12428_26959,107.0
12428_26960,20.0
12428_26967,0.0
12428_26968,38.0
12428_26969,1.0
12428_26972,105.0
12428_26973,6.0
12428_26974,15.0
12428_26975,2949.0
12428_26976,27.0
12428_26979,714.0
12428_26980,13850.0
12428_26981,4181.0
12428_26982,2809.0
12428_26983,30222.0
12428_26984,755.0
12428_26985,6994.0
12428_26986,15325.0
12428_26987,69670.0
12428_26988,1591.0
12428_26989,56.0
12428_26990,9457.0
12428_26992,7.0
12428_26993,1484.0
12428_26994,819.0
12428_26995,150.0
12428_26996,0.0
12428_26998,0.0
12428_26999,0.0
12428_27000,2.0
12428_27001,0.0
12428_27002,0.0
12428_27004,1.0
12428_27005,1.0
12428_27008,0.0
12428_27011,3.0
12428_27014,14.0
12428_27016,0.0
12428_27017,0.0
12428_27023,0.0
12428_27024,0.0
12429_26932,0.0
12429_26937,370.0
12429_26940,2.0
12429_26941,0.0
12429_26948,0.0
12429_26953,122.0
12429_26954,7.0
12429_26955,207.0
12429_26956,1484.0
12429_26957,104.0
12429_26958,698.0
12429_26959,0.0
12429_26961,0.0
12429_26962,0.0
12429_26967,0.0
12429_26968,23.0
12429_26969,53.0
12429_26970,6.0
12429_26971,38.0
12429_26974,131.0
12429_26975,808.0
12429_26976,246.0
12429_26978,2.0
12429_26979,4.0
12429_26980,3314.0
12429_26982,11.0
12429_26983,1070.0
12429_26984,916.0
12429_26985,3496.0
12429_26986,7654.0
12429_26987,4291.0
12429_26988,9651.0
12429_26989,559.0
12429_26990,2835.0
12429_26992,0.0
12429_26993,2564.0
12429_26994,55.0
12429_26995,5.0
12429_26998,0.0
12429_27001,1.0
12429_27002,0.0
12429_27003,1.0
12429_27005,0.0
12429_27007,0.0
12429_27011,67.0
12429_27013,2.0
12429_27014,0.0
12429_27018,0.0
12429_27019,79.0
12430_26908,1.0
12430_26947,1.0
12430_26949,1.0
12430_26952,32.0
12430_26955,102.0
12430_26958,1.0
12430_26959,6.0
12430_26961,252.0
12430_26969,14.0
12430_26970,0.0
12430_26972,11885.0
12430_26973,2409.0
12430_26974,745.0
12430_26975,28.0
12430_26976,25.0
12430_26977,1.0
12430_26978,59.0
12430_26979,9.0
12430_26980,2415.0
12430_26982,2.0
12430_26983,16.0
12430_26984,0.0
12430_26985,278.0
12430_26986,5.0
12430_26987,26518.0
12430_26988,10807.0
12430_26989,2728.0
12430_26990,0.0
12430_26993,106.0
12430_27001,1.0
12430_27002,14.0
12430_27004,0.0
12430_27005,5.0
12430_27008,21.0
12430_27017,0.0
12430_27019,5.0
12430_27023,1.0
12431_26898,21.0
12431_26899,46.0
12431_26904,8.0
12431_26908,0.0
12431_26945,18.0
12431_26947,19.0
12431_26949,16.0
12431_26952,9.0
12431_26953,3.0
12431_26956,19.0
12431_26957,0.0
12431_26958,9.0
12431_26961,2.0
12431_26962,0.0
12431_26967,1.0
12431_26968,655.0
12431_26970,278.0
12431_26971,165.0
12431_26972,1014.0
12431_26973,10.0
12431_26974,1.0
12431_26975,0.0
12431_26976,7.0
12431_26977,0.0
12431_26978,8.0
12431_26981,60.0
12431_26982,8.0
12431_26983,0.0
12431_26984,2.0
12431_26986,50.0
12431_26987,46.0
12431_26988,1.0
12431_26989,966.0
12431_26990,0.0
12431_26992,76.0
12431_26993,45.0
12431_27001,0.0
12431_27004,0.0
12431_27005,0.0
12431_27013,1.0
12431_27014,53.0
12431_27020,49.0
12431_27024,0.0
12432_26897,5.0
12432_26898,5.0
12432_26941,52.0
12432_26944,3.0
12432_26945,67.0
12432_26949,0.0
12432_26950,55.0
12432_26954,2.0
12432_26955,671.0
12432_26956,29.0
12432_26957,1871.0
12432_26959,39.0
12432_26960,1.0
12432_26961,42.0
12432_26962,28.0
12432_26963,613.0
12432_26966,0.0
12432_26967,0.0
12432_26969,1.0
12432_26970,4.0
12432_26971,1918.0
12432_26972,3908.0
12432_26973,16.0
12432_26974,428.0
12432_26975,76.0
12432_26976,6.0
12432_26977,0.0
12432_26979,7.0
12432_26980,2.0
12432_26981,0.0
12432_26982,0.0
12432_26985,0.0
12432_26987,4216.0
12432_26988,24.0
12432_26989,0.0
12432_26990,1107.0
12432_26992,3.0
12432_26993,5.0
12432_26994,1.0
12432_26995,206.0
12432_26999,1.0
12432_27000,0.0
12432_27003,0.0
12432_27008,0.0
12432_27010,0.0
12432_27012,1.0
12432_27013,4.0
12432_27014,97.0
12433_26936,1.0
12433_26938,31.0
12433_26939,0.0
12433_26940,0.0
12433_26942,174.0
12433_26945,48.0
12433_26948,0.0
12433_26949,0.0
12433_26950,1.0
12433_26951,5.0
12433_26952,6.0
12433_26957,468.0
12433_26958,10996.0
12433_26959,163.0
12433_26960,169.0
12433_26961,6581.0
12433_26962,7.0
12433_26966,3.0
12433_26967,34.0
12433_26969,274.0
12433_26970,138.0
12433_26971,402.0
12433_26972,30033.0
12433_26973,3219.0
12433_26974,116.0
12433_26975,46.0
12433_26976,935.0
12433_26977,1.0
12433_26978,9.0
12433_26979,38.0
12433_26980,1.0
12433_26981,289.0
12433_26982,213.0
12433_26983,450.0
12433_26984,65.0
12433_26986,1661.0
12433_26987,1641.0
12433_26988,522.0
12433_26990,0.0
12433_26992,348.0
12433_26993,94.0
12433_26994,81.0
12433_26995,187.0
12433_26997,2.0
12433_26998,22.0
12433_27004,18.0
12433_27005,8.0
12433_27014,0.0
12433_27017,6.0
12433_27018,6.0
12434_26926,31.0
12434_26938,217.0
12434_26939,28.0
12434_26945,0.0
12434_26946,0.0
12434_26950,0.0
12434_26951,0.0
12434_26952,11.0
12434_26953,0.0
12434_26954,7.0
12434_26955,18.0
12434_26956,6856.0
12434_26957,39.0
12434_26958,10.0
12434_26960,214.0
12434_26961,29696.0
12434_26962,0.0
12434_26966,3.0
12434_26967,263.0
12434_26968,144.0
12434_26969,1.0
12434_26970,5808.0
12434_26971,113.0
12434_26972,7970.0
12434_26973,627.0
12434_26974,158.0
12434_26975,6.0
12434_26976,0.0
12434_26977,4.0
12434_26978,2.0
12434_26979,8.0
12434_26983,0.0
12434_26984,0.0
12434_26985,11.0
12434_26986,34.0
12434_26987,810.0
12434_26988,30.0
12434_26990,3.0
12434_26991,6095.0
12434_26992,3181.0
12434_26993,3.0
12434_26995,0.0
12434_26997,8.0
12434_26998,4.0
12434_26999,0.0
12434_27000,0.0
12434_27001,29.0
12434_27002,0.0
12434_27003,0.0
12434_27004,0.0
12434_27010,0.0
12434_27013,6.0
12434_27016,1.0
12434_27017,0.0
12435_26909,1.0
12435_26910,0.0
12435_26919,0.0
12435_26938,32.0
12435_26939,0.0
12435_26940,5.0
12435_26948,11.0
12435_26952,0.0
12435_26953,21.0
12435_26954,3388.0
12435_26955,3809.0
12435_26956,28.0
12435_26957,53.0
12435_26958,184.0
12435_26960,0.0
12435_26968,291.0
12435_26969,4.0
12435_26970,374.0
12435_26971,4553.0
12435_26972,12925.0
12435_26973,374.0
12435_26974,2.0
12435_26975,96.0
12435_26976,9.0
12435_26977,2.0
12435_26979,0.0
12435_26983,198.0
12435_26984,0.0
12435_26987,2.0
12435_26990,4.0
12435_26991,75.0
12435_26992,27.0
12435_26993,9.0
12435_26995,0.0
12435_26999,0.0
12435_27000,0.0
12435_27001,68.0
12435_27002,0.0
12435_27005,14.0
12435_27007,6.0
12435_27011,18.0
12435_27015,0.0
12435_27019,0.0
12435_27020,5.0
12436_26899,0.0
12436_26910,7.0
12436_26919,0.0
12436_26934,0.0
12436_26936,3.0
12436_26937,0.0
12436_26938,738.0
12436_26940,0.0
12436_26941,0.0
12436_26946,2.0
12436_26947,30.0
12436_26950,172.0
12436_26951,7.0
12436_26952,0.0
12436_26953,214.0
12436_26954,24223.0
12436_26955,640.0
12436_26956,264.0
12436_26957,1523.0
12436_26958,21.0
12436_26959,23.0
12436_26960,1.0
12436_26962,5.0
12436_26966,0.0
12436_26967,0.0
12436_26969,0.0
12436_26970,0.0
12436_26971,512.0
12436_26972,6931.0
12436_26973,5638.0
12436_26974,597.0
12436_26975,37.0
12436_26976,3.0
12436_26979,88.0
12436_26980,5.0
12436_26981,0.0
12436_26990,0.0
12436_26992,372.0
12436_26993,0.0
12436_26994,16.0
12436_26995,3.0
12436_26996,4.0
12436_26997,3.0
12436_27003,0.0
12436_27023,0.0
12437_26918,21.0
12437_26937,88.0
12437_26938,449.0
12437_26941,0.0
12437_26942,0.0
12437_26943,0.0
12437_26947,6.0
12437_26948,23.0
12437_26950,2.0
12437_26952,326.0
12437_26953,1903.0
12437_26954,10325.0
12437_26955,703.0
12437_26956,169.0
12437_26957,72.0
12437_26958,6.0
12437_26959,44.0
12437_26962,12.0
12437_26967,0.0
12437_26968,1.0
12437_26970,6.0
12437_26971,4363.0
12437_26972,12027.0
12437_26973,13852.0
12437_26974,0.0
12437_26975,1.0
12437_26979,0.0
12437_26980,11.0
12437_26981,38.0
12437_26982,0.0
12437_26983,0.0
12437_26984,0.0
12437_26985,301.0
